Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjustmentFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2024-12-25,297A0,201.0,205.0,190.0,191.0,0,0,12613900.0,2483241800.0,1.0,201.0,205.0,190.0,191.0,12613900.0
2024-12-26,297A0,199.0,241.0,199.0,241.0,1,0,35525900.0,8121918400.0,1.0,199.0,241.0,199.0,241.0,35525900.0
2024-12-27,297A0,264.0,321.0,261.0,321.0,1,0,31090300.0,9345984400.0,1.0,264.0,321.0,261.0,321.0,31090300.0
2024-12-30,297A0,345.0,350.0,260.0,267.0,0,0,46639700.0,13521364500.0,1.0,345.0,350.0,260.0,267.0,46639700.0
2025-01-06,297A0,275.0,313.0,268.0,275.0,0,0,29566200.0,8634102300.0,1.0,275.0,313.0,268.0,275.0,29566200.0
2025-01-07,297A0,283.0,286.0,261.0,276.0,0,0,6405900.0,1745765200.0,1.0,283.0,286.0,261.0,276.0,6405900.0
2025-01-08,297A0,271.0,272.0,248.0,251.0,0,0,3827500.0,980891900.0,1.0,271.0,272.0,248.0,251.0,3827500.0
2025-01-09,297A0,248.0,279.0,245.0,261.0,0,0,7405300.0,1973082900.0,1.0,248.0,279.0,245.0,261.0,7405300.0
2025-01-10,297A0,266.0,274.0,255.0,259.0,0,0,2166700.0,569413800.0,1.0,266.0,274.0,255.0,259.0,2166700.0
2025-01-14,297A0,258.0,263.0,246.0,249.0,0,0,1403300.0,353217700.0,1.0,258.0,263.0,246.0,249.0,1403300.0
2025-01-15,297A0,247.0,252.0,241.0,247.0,0,0,1211300.0,297981900.0,1.0,247.0,252.0,241.0,247.0,1211300.0
2025-01-16,297A0,247.0,254.0,243.0,244.0,0,0,801800.0,198005700.0,1.0,247.0,254.0,243.0,244.0,801800.0
2025-01-17,297A0,241.0,242.0,229.0,237.0,0,0,1192000.0,279354500.0,1.0,241.0,242.0,229.0,237.0,1192000.0
2025-01-20,297A0,237.0,238.0,233.0,234.0,0,0,368200.0,86611800.0,1.0,237.0,238.0,233.0,234.0,368200.0
2025-01-21,297A0,233.0,252.0,233.0,244.0,0,0,1377600.0,334044000.0,1.0,233.0,252.0,233.0,244.0,1377600.0
2025-01-22,297A0,242.0,246.0,237.0,237.0,0,0,470300.0,112475400.0,1.0,242.0,246.0,237.0,237.0,470300.0
2025-01-23,297A0,237.0,237.0,232.0,232.0,0,0,341500.0,79819500.0,1.0,237.0,237.0,232.0,232.0,341500.0
2025-01-24,297A0,231.0,239.0,230.0,239.0,0,0,428700.0,100520800.0,1.0,231.0,239.0,230.0,239.0,428700.0
2025-01-27,297A0,242.0,256.0,240.0,253.0,0,0,1242500.0,310193700.0,1.0,242.0,256.0,240.0,253.0,1242500.0
2025-01-28,297A0,251.0,260.0,248.0,249.0,0,0,716200.0,180763300.0,1.0,251.0,260.0,248.0,249.0,716200.0
2025-01-29,297A0,251.0,251.0,245.0,250.0,0,0,510300.0,126678000.0,1.0,251.0,251.0,245.0,250.0,510300.0
