Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjustmentFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2025-10-06,421A0,2502.0,2735.0,2491.0,2520.0,0,0,3098000.0,7845536700.0,1.0,2502.0,2735.0,2491.0,2520.0,3098000.0
2025-10-07,421A0,2520.0,2565.0,2310.0,2550.0,0,0,658800.0,1610433200.0,1.0,2520.0,2565.0,2310.0,2550.0,658800.0
2025-10-08,421A0,2500.0,2740.0,2496.0,2700.0,0,0,258500.0,669494600.0,1.0,2500.0,2740.0,2496.0,2700.0,258500.0
2025-10-09,421A0,2677.0,2900.0,2575.0,2807.0,0,0,348700.0,973094900.0,1.0,2677.0,2900.0,2575.0,2807.0,348700.0
2025-10-10,421A0,2766.0,3000.0,2720.0,2848.0,0,0,197700.0,567980400.0,1.0,2766.0,3000.0,2720.0,2848.0,197700.0
2025-10-14,421A0,2748.0,2841.0,2571.0,2715.0,0,0,141900.0,381208000.0,1.0,2748.0,2841.0,2571.0,2715.0,141900.0
2025-10-15,421A0,2740.0,2850.0,2724.0,2812.0,0,0,40000.0,111761900.0,1.0,2740.0,2850.0,2724.0,2812.0,40000.0
2025-10-16,421A0,2829.0,2829.0,2580.0,2620.0,0,0,62600.0,165916800.0,1.0,2829.0,2829.0,2580.0,2620.0,62600.0
2025-10-17,421A0,2610.0,2906.0,2391.0,2886.0,0,0,232900.0,605451400.0,1.0,2610.0,2906.0,2391.0,2886.0,232900.0
2025-10-20,421A0,2836.0,2934.0,2716.0,2748.0,0,0,51600.0,144575000.0,1.0,2836.0,2934.0,2716.0,2748.0,51600.0
2025-10-21,421A0,2779.0,2888.0,2727.0,2831.0,0,0,34800.0,98390800.0,1.0,2779.0,2888.0,2727.0,2831.0,34800.0
2025-10-22,421A0,2789.0,2976.0,2750.0,2968.0,0,0,59300.0,171799000.0,1.0,2789.0,2976.0,2750.0,2968.0,59300.0
2025-10-23,421A0,2961.0,2966.0,2809.0,2890.0,0,0,42400.0,122900600.0,1.0,2961.0,2966.0,2809.0,2890.0,42400.0
2025-10-24,421A0,2936.0,2943.0,2766.0,2837.0,0,0,28400.0,81036900.0,1.0,2936.0,2943.0,2766.0,2837.0,28400.0
2025-10-27,421A0,2878.0,3100.0,2878.0,2991.0,0,0,95500.0,287773800.0,1.0,2878.0,3100.0,2878.0,2991.0,95500.0
2025-10-28,421A0,3070.0,3070.0,2806.0,2844.0,0,0,85600.0,248129700.0,1.0,3070.0,3070.0,2806.0,2844.0,85600.0
2025-10-29,421A0,2841.0,2876.0,2619.0,2651.0,0,0,66100.0,179339300.0,1.0,2841.0,2876.0,2619.0,2651.0,66100.0
