Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjustmentFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2020-10-29,52020,354.0,371.0,352.0,367.0,0,0,1203100.0,436229200.0,1.0,354.0,371.0,352.0,367.0,1203100.0
2020-10-30,52020,368.0,378.0,358.0,361.0,0,0,1567800.0,574603100.0,1.0,368.0,378.0,358.0,361.0,1567800.0
2020-11-02,52020,364.0,371.0,363.0,367.0,0,0,785700.0,288904000.0,1.0,364.0,371.0,363.0,367.0,785700.0
2020-11-04,52020,379.0,384.0,374.0,378.0,0,0,1249100.0,473852300.0,1.0,379.0,384.0,374.0,378.0,1249100.0
2020-11-05,52020,375.0,381.0,366.0,379.0,0,0,1062200.0,399018600.0,1.0,375.0,381.0,366.0,379.0,1062200.0
2020-11-06,52020,387.0,424.0,387.0,419.0,0,0,5165800.0,2148198100.0,1.0,387.0,424.0,387.0,419.0,5165800.0
2020-11-09,52020,415.0,427.0,385.0,392.0,0,0,3189900.0,1275763400.0,1.0,415.0,427.0,385.0,392.0,3189900.0
2020-11-10,52020,412.0,424.0,404.0,423.0,0,0,3364500.0,1399102900.0,1.0,412.0,424.0,404.0,423.0,3364500.0
2020-11-11,52020,428.0,437.0,415.0,423.0,0,0,1848400.0,783654800.0,1.0,428.0,437.0,415.0,423.0,1848400.0
2020-11-12,52020,416.0,418.0,407.0,414.0,0,0,1550200.0,639004300.0,1.0,416.0,418.0,407.0,414.0,1550200.0
2020-11-13,52020,408.0,413.0,397.0,405.0,0,0,1780300.0,720222200.0,1.0,408.0,413.0,397.0,405.0,1780300.0
2020-11-16,52020,416.0,423.0,407.0,421.0,0,0,1201600.0,500928600.0,1.0,416.0,423.0,407.0,421.0,1201600.0
2020-11-17,52020,428.0,429.0,416.0,419.0,0,0,1171100.0,492870200.0,1.0,428.0,429.0,416.0,419.0,1171100.0
2020-11-18,52020,415.0,421.0,411.0,416.0,0,0,785200.0,326641400.0,1.0,415.0,421.0,411.0,416.0,785200.0
2020-11-19,52020,411.0,412.0,400.0,403.0,0,0,1366100.0,553303700.0,1.0,411.0,412.0,400.0,403.0,1366100.0
2020-11-20,52020,399.0,409.0,397.0,407.0,0,0,573500.0,231769100.0,1.0,399.0,409.0,397.0,407.0,573500.0
2020-11-24,52020,418.0,422.0,410.0,415.0,0,0,1096100.0,457585800.0,1.0,418.0,422.0,410.0,415.0,1096100.0
2020-11-25,52020,426.0,442.0,426.0,438.0,0,0,2175300.0,948922700.0,1.0,426.0,442.0,426.0,438.0,2175300.0
2020-11-26,52020,430.0,433.0,415.0,422.0,0,0,1672100.0,707216200.0,1.0,430.0,433.0,415.0,422.0,1672100.0
2020-11-27,52020,420.0,431.0,418.0,427.0,0,0,1273400.0,541535200.0,1.0,420.0,431.0,418.0,427.0,1273400.0
2020-11-30,52020,430.0,430.0,401.0,401.0,0,0,1778600.0,727926800.0,1.0,430.0,430.0,401.0,401.0,1778600.0
2020-12-01,52020,405.0,416.0,403.0,413.0,0,0,757600.0,311595100.0,1.0,405.0,416.0,403.0,413.0,757600.0
2020-12-02,52020,413.0,426.0,411.0,422.0,0,0,1064500.0,447381000.0,1.0,413.0,426.0,411.0,422.0,1064500.0
2020-12-03,52020,418.0,429.0,417.0,425.0,0,0,977500.0,414922400.0,1.0,418.0,429.0,417.0,425.0,977500.0
2020-12-04,52020,427.0,433.0,425.0,429.0,0,0,930900.0,398737800.0,1.0,427.0,433.0,425.0,429.0,930900.0
2020-12-07,52020,430.0,435.0,426.0,434.0,0,0,952900.0,411578200.0,1.0,430.0,435.0,426.0,434.0,952900.0
2020-12-08,52020,430.0,434.0,422.0,433.0,0,0,686600.0,295017300.0,1.0,430.0,434.0,422.0,433.0,686600.0
2020-12-09,52020,433.0,439.0,431.0,432.0,0,0,726700.0,315204300.0,1.0,433.0,439.0,431.0,432.0,726700.0
2020-12-10,52020,439.0,452.0,436.0,440.0,0,0,1575000.0,697676100.0,1.0,439.0,452.0,436.0,440.0,1575000.0
2020-12-11,52020,439.0,441.0,431.0,435.0,0,0,759900.0,331582900.0,1.0,439.0,441.0,431.0,435.0,759900.0
2020-12-14,52020,436.0,452.0,436.0,447.0,0,0,1236600.0,552616500.0,1.0,436.0,452.0,436.0,447.0,1236600.0
2020-12-15,52020,442.0,461.0,441.0,460.0,0,0,1570600.0,713974600.0,1.0,442.0,461.0,441.0,460.0,1570600.0
2020-12-16,52020,463.0,497.0,463.0,475.0,0,0,3351300.0,1621679200.0,1.0,463.0,497.0,463.0,475.0,3351300.0
2020-12-17,52020,475.0,477.0,457.0,459.0,0,0,1613000.0,747436300.0,1.0,475.0,477.0,457.0,459.0,1613000.0
2020-12-18,52020,460.0,483.0,460.0,481.0,0,0,1742600.0,828603400.0,1.0,460.0,483.0,460.0,481.0,1742600.0
2020-12-21,52020,483.0,487.0,463.0,469.0,0,0,1676800.0,791205900.0,1.0,483.0,487.0,463.0,469.0,1676800.0
2020-12-22,52020,468.0,478.0,461.0,464.0,0,0,1209300.0,567483500.0,1.0,468.0,478.0,461.0,464.0,1209300.0
2020-12-23,52020,468.0,471.0,446.0,456.0,0,0,1287000.0,585397300.0,1.0,468.0,471.0,446.0,456.0,1287000.0
2020-12-24,52020,468.0,482.0,463.0,465.0,0,0,1567800.0,738268200.0,1.0,468.0,482.0,463.0,465.0,1567800.0
2020-12-25,52020,466.0,475.0,466.0,471.0,0,0,780500.0,366606100.0,1.0,466.0,475.0,466.0,471.0,780500.0
2020-12-28,52020,471.0,473.0,457.0,459.0,0,0,1050600.0,486409700.0,1.0,471.0,473.0,457.0,459.0,1050600.0
2020-12-29,52020,466.0,477.0,465.0,477.0,0,0,1149900.0,543987500.0,1.0,466.0,477.0,465.0,477.0,1149900.0
2020-12-30,52020,473.0,482.0,465.0,475.0,0,0,1168300.0,556250200.0,1.0,473.0,482.0,465.0,475.0,1168300.0
2021-01-04,52020,480.0,480.0,455.0,465.0,0,0,1200500.0,555539900.0,1.0,480.0,480.0,455.0,465.0,1200500.0
2021-01-05,52020,459.0,471.0,455.0,468.0,0,0,998100.0,465156200.0,1.0,459.0,471.0,455.0,468.0,998100.0
2021-01-06,52020,468.0,475.0,466.0,472.0,0,0,810900.0,381535700.0,1.0,468.0,475.0,466.0,472.0,810900.0
2021-01-07,52020,479.0,495.0,479.0,488.0,0,0,1799300.0,879818500.0,1.0,479.0,495.0,479.0,488.0,1799300.0
2021-01-08,52020,494.0,498.0,488.0,493.0,0,0,1029400.0,508040300.0,1.0,494.0,498.0,488.0,493.0,1029400.0
2021-01-12,52020,495.0,502.0,488.0,491.0,0,0,1299300.0,641497400.0,1.0,495.0,502.0,488.0,491.0,1299300.0
2021-01-13,52020,489.0,508.0,487.0,504.0,0,0,1290200.0,645854300.0,1.0,489.0,508.0,487.0,504.0,1290200.0
2021-01-14,52020,506.0,508.0,490.0,496.0,0,0,1290500.0,641351300.0,1.0,506.0,508.0,490.0,496.0,1290500.0
2021-01-15,52020,496.0,512.0,496.0,503.0,0,0,1608200.0,812055600.0,1.0,496.0,512.0,496.0,503.0,1608200.0
2021-01-18,52020,497.0,505.0,481.0,484.0,0,0,1196600.0,585032000.0,1.0,497.0,505.0,481.0,484.0,1196600.0
2021-01-19,52020,487.0,494.0,477.0,479.0,0,0,1009800.0,489068600.0,1.0,487.0,494.0,477.0,479.0,1009800.0
2021-01-20,52020,484.0,493.0,479.0,491.0,0,0,1041900.0,509214200.0,1.0,484.0,493.0,479.0,491.0,1041900.0
2021-01-21,52020,494.0,498.0,481.0,483.0,0,0,1056100.0,513479000.0,1.0,494.0,498.0,481.0,483.0,1056100.0
2021-01-22,52020,481.0,485.0,475.0,476.0,0,0,805700.0,385550800.0,1.0,481.0,485.0,475.0,476.0,805700.0
2021-01-25,52020,475.0,482.0,466.0,474.0,0,0,807800.0,383386700.0,1.0,475.0,482.0,466.0,474.0,807800.0
2021-01-26,52020,482.0,484.0,468.0,473.0,0,0,866400.0,409292100.0,1.0,482.0,484.0,468.0,473.0,866400.0
2021-01-27,52020,474.0,485.0,473.0,478.0,0,0,877200.0,419932900.0,1.0,474.0,485.0,473.0,478.0,877200.0
2021-01-28,52020,466.0,492.0,465.0,486.0,0,0,2074400.0,1001837300.0,1.0,466.0,492.0,465.0,486.0,2074400.0
2021-01-29,52020,484.0,485.0,467.0,467.0,0,0,1648400.0,779870100.0,1.0,484.0,485.0,467.0,467.0,1648400.0
2021-02-01,52020,466.0,489.0,461.0,485.0,0,0,1471100.0,706954100.0,1.0,466.0,489.0,461.0,485.0,1471100.0
2021-02-02,52020,482.0,504.0,480.0,501.0,0,0,1925200.0,955279500.0,1.0,482.0,504.0,480.0,501.0,1925200.0
2021-02-03,52020,502.0,527.0,502.0,527.0,0,0,2745400.0,1426080600.0,1.0,502.0,527.0,502.0,527.0,2745400.0
2021-02-04,52020,527.0,550.0,526.0,545.0,0,0,2379800.0,1284772700.0,1.0,527.0,550.0,526.0,545.0,2379800.0
2021-02-05,52020,555.0,585.0,555.0,575.0,0,0,3369900.0,1923028300.0,1.0,555.0,585.0,555.0,575.0,3369900.0
2021-02-08,52020,577.0,613.0,575.0,605.0,0,0,2646800.0,1589493300.0,1.0,577.0,613.0,575.0,605.0,2646800.0
2021-02-09,52020,610.0,612.0,572.0,577.0,0,0,2228300.0,1306337500.0,1.0,610.0,612.0,572.0,577.0,2228300.0
2021-02-10,52020,567.0,570.0,547.0,557.0,0,0,1984300.0,1102986700.0,1.0,567.0,570.0,547.0,557.0,1984300.0
2021-02-12,52020,562.0,562.0,542.0,549.0,0,0,1032600.0,567888400.0,1.0,562.0,562.0,542.0,549.0,1032600.0
2021-02-15,52020,559.0,559.0,541.0,546.0,0,0,883000.0,484415000.0,1.0,559.0,559.0,541.0,546.0,883000.0
2021-02-16,52020,554.0,563.0,550.0,554.0,0,0,1166700.0,650866100.0,1.0,554.0,563.0,550.0,554.0,1166700.0
2021-02-17,52020,554.0,575.0,553.0,573.0,0,0,1172000.0,665410400.0,1.0,554.0,575.0,553.0,573.0,1172000.0
2021-02-18,52020,575.0,577.0,548.0,550.0,0,0,1250000.0,696986200.0,1.0,575.0,577.0,548.0,550.0,1250000.0
2021-02-19,52020,541.0,556.0,538.0,556.0,0,0,1177000.0,643842100.0,1.0,541.0,556.0,538.0,556.0,1177000.0
2021-02-22,52020,561.0,571.0,552.0,552.0,0,0,916500.0,512767600.0,1.0,561.0,571.0,552.0,552.0,916500.0
2021-02-24,52020,554.0,559.0,539.0,542.0,0,0,967300.0,529564800.0,1.0,554.0,559.0,539.0,542.0,967300.0
2021-02-25,52020,556.0,563.0,544.0,559.0,0,0,1026400.0,569275200.0,1.0,556.0,563.0,544.0,559.0,1026400.0
2021-02-26,52020,551.0,552.0,537.0,539.0,0,0,1332700.0,722992000.0,1.0,551.0,552.0,537.0,539.0,1332700.0
2021-03-01,52020,543.0,569.0,540.0,569.0,0,0,1438600.0,805859500.0,1.0,543.0,569.0,540.0,569.0,1438600.0
2021-03-02,52020,570.0,576.0,547.0,554.0,0,0,1079700.0,601320900.0,1.0,570.0,576.0,547.0,554.0,1079700.0
2021-03-03,52020,560.0,590.0,560.0,586.0,0,0,1783500.0,1033419600.0,1.0,560.0,590.0,560.0,586.0,1783500.0
2021-03-04,52020,584.0,592.0,565.0,574.0,0,0,951400.0,549953200.0,1.0,584.0,592.0,565.0,574.0,951400.0
2021-03-05,52020,570.0,592.0,561.0,592.0,0,0,1643400.0,956083200.0,1.0,570.0,592.0,561.0,592.0,1643400.0
2021-03-08,52020,601.0,604.0,581.0,587.0,0,0,931900.0,551324800.0,1.0,601.0,604.0,581.0,587.0,931900.0
2021-03-09,52020,604.0,609.0,589.0,600.0,0,0,989800.0,592670400.0,1.0,604.0,609.0,589.0,600.0,989800.0
2021-03-10,52020,595.0,598.0,581.0,588.0,0,0,853600.0,501126300.0,1.0,595.0,598.0,581.0,588.0,853600.0
2021-03-11,52020,590.0,599.0,586.0,591.0,0,0,558200.0,330126200.0,1.0,590.0,599.0,586.0,591.0,558200.0
2021-03-12,52020,593.0,594.0,585.0,592.0,0,0,724000.0,427686100.0,1.0,593.0,594.0,585.0,592.0,724000.0
2021-03-15,52020,595.0,607.0,589.0,592.0,0,0,681400.0,405834700.0,1.0,595.0,607.0,589.0,592.0,681400.0
2021-03-16,52020,592.0,594.0,585.0,591.0,0,0,656500.0,387330200.0,1.0,592.0,594.0,585.0,591.0,656500.0
2021-03-17,52020,584.0,590.0,579.0,583.0,0,0,694600.0,405361200.0,1.0,584.0,590.0,579.0,583.0,694600.0
2021-03-18,52020,592.0,593.0,577.0,587.0,0,0,791200.0,462822700.0,1.0,592.0,593.0,577.0,587.0,791200.0
2021-03-19,52020,585.0,597.0,577.0,595.0,0,0,1041200.0,613883600.0,1.0,585.0,597.0,577.0,595.0,1041200.0
2021-03-22,52020,590.0,594.0,583.0,591.0,0,0,636900.0,375206200.0,1.0,590.0,594.0,583.0,591.0,636900.0
2021-03-23,52020,590.0,595.0,583.0,585.0,0,0,768900.0,451660400.0,1.0,590.0,595.0,583.0,585.0,768900.0
2021-03-24,52020,575.0,576.0,551.0,553.0,0,0,1420400.0,793449000.0,1.0,575.0,576.0,551.0,553.0,1420400.0
2021-03-25,52020,556.0,571.0,556.0,556.0,0,0,696000.0,390832600.0,1.0,556.0,571.0,556.0,556.0,696000.0
2021-03-26,52020,569.0,570.0,556.0,560.0,0,0,981800.0,551877400.0,1.0,569.0,570.0,556.0,560.0,981800.0
2021-03-29,52020,569.0,575.0,557.0,562.0,0,0,803400.0,452386200.0,1.0,569.0,575.0,557.0,562.0,803400.0
2021-03-30,52020,560.0,574.0,559.0,571.0,0,0,1172500.0,666318200.0,1.0,560.0,574.0,559.0,571.0,1172500.0
2021-03-31,52020,568.0,571.0,563.0,567.0,0,0,545200.0,309260600.0,1.0,568.0,571.0,563.0,567.0,545200.0
2021-04-01,52020,566.0,571.0,554.0,555.0,0,0,813600.0,455696500.0,1.0,566.0,571.0,554.0,555.0,813600.0
2021-04-02,52020,565.0,566.0,555.0,560.0,0,0,592500.0,332246400.0,1.0,565.0,566.0,555.0,560.0,592500.0
2021-04-05,52020,563.0,580.0,557.0,579.0,0,0,1202000.0,690275400.0,1.0,563.0,580.0,557.0,579.0,1202000.0
2021-04-06,52020,581.0,583.0,569.0,580.0,0,0,800500.0,462574600.0,1.0,581.0,583.0,569.0,580.0,800500.0
2021-04-07,52020,576.0,612.0,576.0,612.0,0,0,1989300.0,1197529000.0,1.0,576.0,612.0,576.0,612.0,1989300.0
2021-04-08,52020,600.0,604.0,592.0,603.0,0,0,918200.0,550155000.0,1.0,600.0,604.0,592.0,603.0,918200.0
2021-04-09,52020,604.0,621.0,594.0,620.0,0,0,1614600.0,987085300.0,1.0,604.0,621.0,594.0,620.0,1614600.0
2021-04-12,52020,628.0,638.0,623.0,635.0,0,0,1307500.0,826954500.0,1.0,628.0,638.0,623.0,635.0,1307500.0
2021-04-13,52020,645.0,692.0,645.0,678.0,0,0,4423600.0,2984326500.0,1.0,645.0,692.0,645.0,678.0,4423600.0
2021-04-14,52020,663.0,687.0,652.0,685.0,0,0,2339800.0,1571113800.0,1.0,663.0,687.0,652.0,685.0,2339800.0
2021-04-15,52020,676.0,701.0,670.0,701.0,0,0,2508900.0,1736945200.0,1.0,676.0,701.0,670.0,701.0,2508900.0
2021-04-16,52020,699.0,707.0,690.0,700.0,0,0,1488200.0,1040978100.0,1.0,699.0,707.0,690.0,700.0,1488200.0
2021-04-19,52020,697.0,712.0,692.0,705.0,0,0,1309600.0,924564000.0,1.0,697.0,712.0,692.0,705.0,1309600.0
2021-04-20,52020,700.0,701.0,686.0,698.0,0,0,1383800.0,960188300.0,1.0,700.0,701.0,686.0,698.0,1383800.0
2021-04-21,52020,681.0,688.0,664.0,667.0,0,0,1634000.0,1099383600.0,1.0,681.0,688.0,664.0,667.0,1634000.0
2021-04-22,52020,685.0,693.0,669.0,670.0,0,0,1034900.0,703544300.0,1.0,685.0,693.0,669.0,670.0,1034900.0
2021-04-23,52020,668.0,679.0,662.0,673.0,0,0,973600.0,652698900.0,1.0,668.0,679.0,662.0,673.0,973600.0
2021-04-26,52020,671.0,675.0,658.0,671.0,0,0,965800.0,644734100.0,1.0,671.0,675.0,658.0,671.0,965800.0
2021-04-27,52020,673.0,700.0,668.0,691.0,0,0,1163000.0,801249600.0,1.0,673.0,700.0,668.0,691.0,1163000.0
2021-04-28,52020,685.0,699.0,679.0,695.0,0,0,1077400.0,742460200.0,1.0,685.0,699.0,679.0,695.0,1077400.0
2021-04-30,52020,696.0,722.0,695.0,720.0,0,0,1881300.0,1342968000.0,1.0,696.0,722.0,695.0,720.0,1881300.0
2021-05-06,52020,718.0,744.0,717.0,733.0,0,0,1565500.0,1146604400.0,1.0,718.0,744.0,717.0,733.0,1565500.0
2021-05-07,52020,732.0,746.0,720.0,746.0,0,0,1286200.0,948894100.0,1.0,732.0,746.0,720.0,746.0,1286200.0
2021-05-10,52020,750.0,785.0,748.0,771.0,0,0,2003000.0,1546899900.0,1.0,750.0,785.0,748.0,771.0,2003000.0
2021-05-11,52020,764.0,783.0,762.0,770.0,0,0,1441200.0,1114031400.0,1.0,764.0,783.0,762.0,770.0,1441200.0
2021-05-12,52020,773.0,776.0,741.0,746.0,0,0,1839400.0,1380709300.0,1.0,773.0,776.0,741.0,746.0,1839400.0
2021-05-13,52020,731.0,762.0,727.0,744.0,0,0,1325100.0,988244200.0,1.0,731.0,762.0,727.0,744.0,1325100.0
2021-05-14,52020,725.0,725.0,621.0,634.0,0,0,4779000.0,3096196100.0,1.0,725.0,725.0,621.0,634.0,4779000.0
2021-05-17,52020,634.0,635.0,600.0,620.0,0,0,2736200.0,1681150900.0,1.0,634.0,635.0,600.0,620.0,2736200.0
2021-05-18,52020,629.0,638.0,606.0,631.0,0,0,1770600.0,1108210000.0,1.0,629.0,638.0,606.0,631.0,1770600.0
2021-05-19,52020,623.0,634.0,616.0,616.0,0,0,1005700.0,626344100.0,1.0,623.0,634.0,616.0,616.0,1005700.0
2021-05-20,52020,613.0,622.0,608.0,617.0,0,0,902000.0,554378500.0,1.0,613.0,622.0,608.0,617.0,902000.0
2021-05-21,52020,614.0,617.0,606.0,608.0,0,0,950000.0,580086800.0,1.0,614.0,617.0,606.0,608.0,950000.0
2021-05-24,52020,608.0,628.0,608.0,623.0,0,0,983200.0,610440500.0,1.0,608.0,628.0,608.0,623.0,983200.0
2021-05-25,52020,620.0,624.0,609.0,618.0,0,0,939600.0,579568100.0,1.0,620.0,624.0,609.0,618.0,939600.0
2021-05-26,52020,617.0,623.0,607.0,620.0,0,0,716400.0,441372900.0,1.0,617.0,623.0,607.0,620.0,716400.0
2021-05-27,52020,620.0,626.0,612.0,612.0,0,0,861600.0,530978000.0,1.0,620.0,626.0,612.0,612.0,861600.0
2021-05-28,52020,630.0,635.0,618.0,619.0,0,0,958900.0,599854600.0,1.0,630.0,635.0,618.0,619.0,958900.0
2021-05-31,52020,611.0,611.0,600.0,607.0,0,0,1208200.0,732074100.0,1.0,611.0,611.0,600.0,607.0,1208200.0
2021-06-01,52020,607.0,613.0,603.0,609.0,0,0,585500.0,356337600.0,1.0,607.0,613.0,603.0,609.0,585500.0
2021-06-02,52020,613.0,619.0,610.0,616.0,0,0,733500.0,451947200.0,1.0,613.0,619.0,610.0,616.0,733500.0
2021-06-03,52020,622.0,632.0,618.0,622.0,0,0,670500.0,419020600.0,1.0,622.0,632.0,618.0,622.0,670500.0
2021-06-04,52020,615.0,627.0,615.0,623.0,0,0,638700.0,396573800.0,1.0,615.0,627.0,615.0,623.0,638700.0
2021-06-07,52020,620.0,626.0,613.0,614.0,0,0,689800.0,425066700.0,1.0,620.0,626.0,613.0,614.0,689800.0
2021-06-08,52020,612.0,614.0,606.0,610.0,0,0,615000.0,375546300.0,1.0,612.0,614.0,606.0,610.0,615000.0
2021-06-09,52020,618.0,623.0,609.0,611.0,0,0,625300.0,384406100.0,1.0,618.0,623.0,609.0,611.0,625300.0
2021-06-10,52020,618.0,625.0,613.0,619.0,0,0,1047100.0,648656600.0,1.0,618.0,625.0,613.0,619.0,1047100.0
2021-06-11,52020,619.0,630.0,616.0,629.0,0,0,925100.0,577929600.0,1.0,619.0,630.0,616.0,629.0,925100.0
2021-06-14,52020,638.0,644.0,637.0,643.0,0,0,789900.0,506338600.0,1.0,638.0,644.0,637.0,643.0,789900.0
2021-06-15,52020,647.0,657.0,639.0,655.0,0,0,989900.0,643679200.0,1.0,647.0,657.0,639.0,655.0,989900.0
2021-06-16,52020,664.0,688.0,663.0,674.0,0,0,1692100.0,1141730300.0,1.0,664.0,688.0,663.0,674.0,1692100.0
2021-06-17,52020,668.0,684.0,664.0,664.0,0,0,1089900.0,732268000.0,1.0,668.0,684.0,664.0,664.0,1089900.0
2021-06-18,52020,657.0,657.0,625.0,626.0,0,0,1834300.0,1160246400.0,1.0,657.0,657.0,625.0,626.0,1834300.0
2021-06-21,52020,607.0,610.0,588.0,590.0,0,0,1506200.0,894041900.0,1.0,607.0,610.0,588.0,590.0,1506200.0
2021-06-22,52020,613.0,628.0,613.0,624.0,0,0,1177700.0,731330300.0,1.0,613.0,628.0,613.0,624.0,1177700.0
2021-06-23,52020,623.0,642.0,620.0,635.0,0,0,815300.0,515806100.0,1.0,623.0,642.0,620.0,635.0,815300.0
