Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjustmentFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2020-10-29,91150,381.0,414.0,380.0,388.0,0,0,105500.0,41775700.0,1.0,381.0,414.0,380.0,388.0,105500.0
2020-10-30,91150,388.0,390.0,348.0,348.0,0,0,51300.0,18955400.0,1.0,388.0,390.0,348.0,348.0,51300.0
2020-11-02,91150,355.0,404.0,355.0,382.0,0,0,118300.0,44318100.0,1.0,355.0,404.0,355.0,382.0,118300.0
2020-11-04,91150,384.0,394.0,365.0,390.0,0,0,49900.0,19100000.0,1.0,384.0,394.0,365.0,390.0,49900.0
2020-11-05,91150,392.0,392.0,382.0,390.0,0,0,21600.0,8343400.0,1.0,392.0,392.0,382.0,390.0,21600.0
2020-11-06,91150,396.0,404.0,391.0,404.0,0,0,61200.0,24477400.0,1.0,396.0,404.0,391.0,404.0,61200.0
2020-11-09,91150,406.0,412.0,399.0,405.0,0,0,62200.0,25189900.0,1.0,406.0,412.0,399.0,405.0,62200.0
2020-11-10,91150,415.0,428.0,405.0,422.0,0,0,132800.0,55630300.0,1.0,415.0,428.0,405.0,422.0,132800.0
2020-11-11,91150,438.0,445.0,435.0,442.0,0,0,133100.0,58588400.0,1.0,438.0,445.0,435.0,442.0,133100.0
2020-11-12,91150,434.0,439.0,412.0,419.0,0,0,74200.0,31608700.0,1.0,434.0,439.0,412.0,419.0,74200.0
2020-11-13,91150,427.0,427.0,402.0,411.0,0,0,49900.0,20536500.0,1.0,427.0,427.0,402.0,411.0,49900.0
2020-11-16,91150,423.0,435.0,417.0,434.0,0,0,66400.0,28566100.0,1.0,423.0,435.0,417.0,434.0,66400.0
2020-11-17,91150,438.0,440.0,429.0,431.0,0,0,51600.0,22385800.0,1.0,438.0,440.0,429.0,431.0,51600.0
2020-11-18,91150,431.0,433.0,422.0,423.0,0,0,15300.0,6504800.0,1.0,431.0,433.0,422.0,423.0,15300.0
2020-11-19,91150,423.0,423.0,412.0,417.0,0,0,22000.0,9185900.0,1.0,423.0,423.0,412.0,417.0,22000.0
2020-11-20,91150,417.0,419.0,413.0,417.0,0,0,22800.0,9502500.0,1.0,417.0,419.0,413.0,417.0,22800.0
2020-11-24,91150,425.0,429.0,420.0,420.0,0,0,28200.0,11971200.0,1.0,425.0,429.0,420.0,420.0,28200.0
2020-11-25,91150,428.0,439.0,419.0,425.0,0,0,53100.0,22803100.0,1.0,428.0,439.0,419.0,425.0,53100.0
2020-11-26,91150,425.0,434.0,424.0,424.0,0,0,26300.0,11278700.0,1.0,425.0,434.0,424.0,424.0,26300.0
