Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjustmentFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2025-09-26,407A0,1385.0,1400.0,1175.0,1218.0,0,0,3254800.0,4185834500.0,1.0,1385.0,1400.0,1175.0,1218.0,3254800.0
2025-09-29,407A0,1195.0,1325.0,1180.0,1300.0,0,0,930400.0,1166226700.0,1.0,1195.0,1325.0,1180.0,1300.0,930400.0
2025-09-30,407A0,1329.0,1350.0,1240.0,1259.0,0,0,436300.0,560392700.0,1.0,1329.0,1350.0,1240.0,1259.0,436300.0
2025-10-01,407A0,1236.0,1275.0,1191.0,1215.0,0,0,247200.0,303542700.0,1.0,1236.0,1275.0,1191.0,1215.0,247200.0
2025-10-02,407A0,1236.0,1255.0,1175.0,1189.0,0,0,164100.0,199019900.0,1.0,1236.0,1255.0,1175.0,1189.0,164100.0
2025-10-03,407A0,1186.0,1222.0,1160.0,1177.0,0,0,162800.0,194335100.0,1.0,1186.0,1222.0,1160.0,1177.0,162800.0
2025-10-06,407A0,1117.0,1164.0,1100.0,1121.0,0,0,271900.0,304345200.0,1.0,1117.0,1164.0,1100.0,1121.0,271900.0
2025-10-07,407A0,1139.0,1187.0,1134.0,1175.0,0,0,133100.0,154749300.0,1.0,1139.0,1187.0,1134.0,1175.0,133100.0
2025-10-08,407A0,1183.0,1183.0,1153.0,1170.0,0,0,57800.0,67557100.0,1.0,1183.0,1183.0,1153.0,1170.0,57800.0
2025-10-09,407A0,1163.0,1170.0,1136.0,1140.0,0,0,54700.0,62785700.0,1.0,1163.0,1170.0,1136.0,1140.0,54700.0
2025-10-10,407A0,1150.0,1180.0,1141.0,1178.0,0,0,83100.0,96623400.0,1.0,1150.0,1180.0,1141.0,1178.0,83100.0
2025-10-14,407A0,1170.0,1230.0,1164.0,1206.0,0,0,161200.0,192963000.0,1.0,1170.0,1230.0,1164.0,1206.0,161200.0
2025-10-15,407A0,1226.0,1269.0,1218.0,1255.0,0,0,125000.0,155542100.0,1.0,1226.0,1269.0,1218.0,1255.0,125000.0
2025-10-16,407A0,1261.0,1264.0,1215.0,1229.0,0,0,47600.0,58923100.0,1.0,1261.0,1264.0,1215.0,1229.0,47600.0
2025-10-17,407A0,1210.0,1222.0,1155.0,1160.0,0,0,60800.0,71661900.0,1.0,1210.0,1222.0,1155.0,1160.0,60800.0
2025-10-20,407A0,1176.0,1185.0,1152.0,1170.0,0,0,46100.0,53881900.0,1.0,1176.0,1185.0,1152.0,1170.0,46100.0
2025-10-21,407A0,1172.0,1179.0,1156.0,1174.0,0,0,32600.0,38111300.0,1.0,1172.0,1179.0,1156.0,1174.0,32600.0
2025-10-22,407A0,1161.0,1180.0,1155.0,1169.0,0,0,38700.0,45342100.0,1.0,1161.0,1180.0,1155.0,1169.0,38700.0
2025-10-23,407A0,1162.0,1164.0,1155.0,1157.0,0,0,30400.0,35231100.0,1.0,1162.0,1164.0,1155.0,1157.0,30400.0
2025-10-24,407A0,1168.0,1184.0,1137.0,1147.0,0,0,65800.0,76577000.0,1.0,1168.0,1184.0,1137.0,1147.0,65800.0
2025-10-27,407A0,1147.0,1160.0,1100.0,1148.0,0,0,68400.0,77643400.0,1.0,1147.0,1160.0,1100.0,1148.0,68400.0
2025-10-28,407A0,1132.0,1146.0,1115.0,1116.0,0,0,33400.0,37565300.0,1.0,1132.0,1146.0,1115.0,1116.0,33400.0
2025-10-29,407A0,1116.0,1123.0,1084.0,1100.0,0,0,72800.0,79901200.0,1.0,1116.0,1123.0,1084.0,1100.0,72800.0
