Date,Code,Open,High,Low,Close,UpperLimit,LowerLimit,Volume,TurnoverValue,AdjustmentFactor,AdjustmentOpen,AdjustmentHigh,AdjustmentLow,AdjustmentClose,AdjustmentVolume
2025-04-24,352A0,1280.0,1281.0,1225.0,1250.0,0,0,1393700.0,1759894800.0,1.0,1280.0,1281.0,1225.0,1250.0,1393700.0
2025-04-25,352A0,1191.0,1265.0,1153.0,1255.0,0,0,465900.0,571372100.0,1.0,1191.0,1265.0,1153.0,1255.0,465900.0
2025-04-28,352A0,1265.0,1308.0,1256.0,1307.0,0,0,406800.0,523788700.0,1.0,1265.0,1308.0,1256.0,1307.0,406800.0
2025-04-30,352A0,1290.0,1300.0,1227.0,1243.0,0,0,158300.0,198372300.0,1.0,1290.0,1300.0,1227.0,1243.0,158300.0
2025-05-01,352A0,1243.0,1275.0,1227.0,1261.0,0,0,84800.0,106115200.0,1.0,1243.0,1275.0,1227.0,1261.0,84800.0
2025-05-02,352A0,1247.0,1259.0,1244.0,1251.0,0,0,49800.0,62218100.0,1.0,1247.0,1259.0,1244.0,1251.0,49800.0
2025-05-07,352A0,1270.0,1270.0,1248.0,1252.0,0,0,33700.0,42456400.0,1.0,1270.0,1270.0,1248.0,1252.0,33700.0
2025-05-08,352A0,1262.0,1270.0,1250.0,1250.0,0,0,37600.0,47327800.0,1.0,1262.0,1270.0,1250.0,1250.0,37600.0
2025-05-09,352A0,1251.0,1268.0,1246.0,1261.0,0,0,29400.0,36994800.0,1.0,1251.0,1268.0,1246.0,1261.0,29400.0
2025-05-12,352A0,1265.0,1300.0,1265.0,1290.0,0,0,85800.0,110227700.0,1.0,1265.0,1300.0,1265.0,1290.0,85800.0
2025-05-13,352A0,1297.0,1300.0,1260.0,1282.0,0,0,43100.0,55276500.0,1.0,1297.0,1300.0,1260.0,1282.0,43100.0
2025-05-14,352A0,1291.0,1298.0,1263.0,1277.0,0,0,54700.0,70518400.0,1.0,1291.0,1298.0,1263.0,1277.0,54700.0
2025-05-15,352A0,1279.0,1299.0,1271.0,1299.0,0,0,61400.0,79061400.0,1.0,1279.0,1299.0,1271.0,1299.0,61400.0
2025-05-16,352A0,1599.0,1599.0,1416.0,1500.0,1,0,1069100.0,1634222600.0,1.0,1599.0,1599.0,1416.0,1500.0,1069100.0
2025-05-19,352A0,1470.0,1539.0,1411.0,1443.0,0,0,335100.0,491022400.0,1.0,1470.0,1539.0,1411.0,1443.0,335100.0
2025-05-20,352A0,1443.0,1473.0,1400.0,1438.0,0,0,189800.0,272950500.0,1.0,1443.0,1473.0,1400.0,1438.0,189800.0
2025-05-21,352A0,1438.0,1520.0,1422.0,1500.0,0,0,151100.0,223467700.0,1.0,1438.0,1520.0,1422.0,1500.0,151100.0
2025-05-22,352A0,1430.0,1456.0,1355.0,1371.0,0,0,339600.0,472068700.0,1.0,1430.0,1456.0,1355.0,1371.0,339600.0
2025-05-23,352A0,1360.0,1370.0,1310.0,1332.0,0,0,311600.0,415801800.0,1.0,1360.0,1370.0,1310.0,1332.0,311600.0
2025-05-26,352A0,1339.0,1397.0,1311.0,1376.0,0,0,154600.0,209571500.0,1.0,1339.0,1397.0,1311.0,1376.0,154600.0
2025-05-27,352A0,1363.0,1408.0,1300.0,1401.0,0,0,360200.0,481994500.0,1.0,1363.0,1408.0,1300.0,1401.0,360200.0
2025-05-28,352A0,1419.0,1420.0,1363.0,1382.0,0,0,127600.0,177356000.0,1.0,1419.0,1420.0,1363.0,1382.0,127600.0
2025-05-29,352A0,1390.0,1438.0,1381.0,1390.0,0,0,149200.0,209169500.0,1.0,1390.0,1438.0,1381.0,1390.0,149200.0
2025-05-30,352A0,1390.0,1394.0,1328.0,1337.0,0,0,123100.0,166362100.0,1.0,1390.0,1394.0,1328.0,1337.0,123100.0
2025-06-02,352A0,1345.0,1408.0,1334.0,1370.0,0,0,137400.0,189480700.0,1.0,1345.0,1408.0,1334.0,1370.0,137400.0
2025-06-03,352A0,1392.0,1399.0,1241.0,1246.0,0,0,471400.0,607682000.0,1.0,1392.0,1399.0,1241.0,1246.0,471400.0
2025-06-04,352A0,1230.0,1244.0,1158.0,1158.0,0,0,563000.0,667611500.0,1.0,1230.0,1244.0,1158.0,1158.0,563000.0
2025-06-05,352A0,1183.0,1200.0,1141.0,1162.0,0,0,284400.0,333370500.0,1.0,1183.0,1200.0,1141.0,1162.0,284400.0
2025-06-06,352A0,1175.0,1205.0,1163.0,1182.0,0,0,187200.0,222003900.0,1.0,1175.0,1205.0,1163.0,1182.0,187200.0
2025-06-09,352A0,1200.0,1242.0,1197.0,1235.0,0,0,226200.0,276526900.0,1.0,1200.0,1242.0,1197.0,1235.0,226200.0
2025-06-10,352A0,1235.0,1261.0,1183.0,1261.0,0,0,260000.0,317622800.0,1.0,1235.0,1261.0,1183.0,1261.0,260000.0
2025-06-11,352A0,1278.0,1280.0,1221.0,1233.0,0,0,121600.0,152207200.0,1.0,1278.0,1280.0,1221.0,1233.0,121600.0
2025-06-12,352A0,1231.0,1264.0,1226.0,1230.0,0,0,108800.0,135585900.0,1.0,1231.0,1264.0,1226.0,1230.0,108800.0
